Date,Time,Location,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground,Summary
2011,8:55,"Near Santa Catarina Atoyzingo, Mexico",Fuerza Aerea Mexicana,,"Campo Militar Marte - Ciudad de Cuernavaca, Morelos",Aerospatiale AS 332L1 Super Puma,XC-UHM,2127,8,7,1,8,7,1,0,"The Mexican presidential helicopter crashed into the side of a hill in low clouds, at a height of 2,600 meters.The helicopter carried the Secretary of the Interior, José Francisco Blake Mora and other government officials."
2011,16:45,"Near Henderson, Nevada",Sundance Helicopters Inc.,,Sightseeing,Aerospatiale AS-350 B2 Ecureuil,N37SH,2300,5,4,1,5,4,1,0,"The touring helicopter on a sightseeing flight of the Las Vegas Strip and Hoover Dam, crashed into a mountainside between Lake Mead and Henderson.say Critical steering hardware was disconnected, and the bolt and other tiny parts that should have secured it weren't found on the scene. Records show the mechanism was overhauled the day before but passed multiple inspections on the day of the crash. Inadequate maintenance of the helicopter, including the improper reuse of a degraded self-locking nut, the improper or lack of installation of a split pin and inadequate post maintenance inspections which resulted in the in-flight separation of the servo control input rod from the fore/aft servo and rendering the helicopter uncontrollable."
2011,5:54,"Green Grove, Florida",,,"Jacksonville, FL - Gainsville, FL",Bell 206B,N5016M,2636,3,2,1,3,2,1,0,The on-demand air taxi was on a flight to procure an organ for transplantation when it crashed in a wooded area near the Jacksonville Sheriff's Department Aviation Unit. The helicopter was at a height of 30 feet when it struck a 50 ft. tree.
2012,8:45,"Namoya, Congo",TRACEP Congo Aviation,,Bukavu - Namoya,Antonov AN-28,9Q-CUN,1AJ006-11,5,3,3,3,1,2,0,"The cargo plane was on approach to land when it crashed in a forest 10km from Namoya.  The airworthiness of this aircraft had expired on June 12, 1993."
2012,7:15,"Near San Juan, Puerto Rico",Jet One Express,,San Juan - Saint Croix,Convair CV-340,N153JR,117,2,0,2,2,0,2,0,"The cargo plane just took off and was carrying 2,500 lbs of bread when the pilot radioed he was having engine trouble and returning to the airport. The plane crashed in the Torrecilla Lagoon, killing both pilots."
2012,10:45,"Kabul, Afghanistan",Military - Turkish Army (NATO),,,Sikorsky S-70A-28,10981,,12,NULL,NULL,12,NULL,NULL,4,The helicopter crashed on the outskirts of Kabul in the Bagrami District. It appeared the plane was trying to make an emergency landing when it crashed into houses killing four people on the ground.
2012,7:44,"Tyumen, Russia",UTAir,120,Tyurmen - Surgut,ATR 72-201,VP-BYZ,332,43,39,4,33,29,4,0,"After taking off, the plane lost height during the initial climb and crash landed in a snowy field, 1.5 miles past the end of the runway. The impact split the plane into three pieces.Icing. The plane was not deiced before taking off."
2012,18:40,"Islamabad, Pakistan",Bhoja Airlines,213,Karachi - Islamabad,Boeing 737-236,AP-BKC,23167/1074,127,121,6,127,121,6,0,"While attempting to land, the plane impacted terrain about 5 km short of and slightly left of the extended runway center line of Islamabad's runway 30. The plane completely broke up, burst into flamesand came to rest in Hussain Abad Village. The crew were trained to fly the Boeing 737-200 but not the more advanced 737-236 which features an automated flight deck. The aircraft accident took place as a result of combination of various factors which directly and indirectly contributed towards the causation of accident.The primary causes of accident include, ineffective management of the basic flight parameters such as airspeed, altitude, descent rate attitude, as well as Page 75 of 78 thrust management. The contributory factors include the crewâ€™s decision to continue the flight through significant changing winds associated with the prevailing weather conditions and the lack of experience of the crew to the airplaneâ€™s automated flight deck"
2012,16:30,"Sabanagrande, Colombia",Military -Fuerza Aerea Colombiana,,Barranquilla - Caucasia,Bell 212,FAC 4020,31272,13,11,2,13,11,2,0,The helicopter caught fire and crashed while en route.
2012,15:30,"Near Cidahu, Indonesia",Sukhoi,36801,Demonstration flight,Sukhoi Superjet 100-95,RA-97004,95004,45,39,6,45,39,6,0,"The Russian jet crashed on the slopes of Mount Salak at an elevation of 5,200 ft. The airliner was conducting a demonstration flight to prospective customers. The last radio contact with the flight was at 15:30 when the crew requested a descent from 10,000ft to 6,000ft. Soon after requesting a turn, they flew into the mountain. All 37passengers, 6 crew and 2 Sukhoi officials were killed. Pilot error. The TAWS had sent a 'terrain ahead' warning , followed by six 'avoid terrain' warnings before the crash. The pilot in command switched the TAWS off, assuming there was a database problem. In addition, the flight crew were distracted by a customer in the cockpit and failed to complete a planned turn. Due to inadequate maps, briefing, and low clouds, the crew did not know there were mountains in the area."
2012,9:15,"Jomsom, Nepal",Agni Air,,Pokhara - Jomsom,Dornier 228-212,9N-AIG,8216,21,18,3,15,13,2,0," 	The plane was attempting to land and went around on final approach to Runway 06. The aircraft joined a left downwind when a wing contacted a hilltop about 900 feet north of the airport.The flight attendant and 5 passengers survived the accident."
2012,15:30,"Accra, Ghana",Allied Air,111,"Lagos, Nigerai - Accra, Ghana",Boeing B-727-200,5N-BJN, 22540/1796,4,0,4,0,0,4,12,"While on approach to Runway 21 at Kotika International Airport, the cargo plane overran the runway, broke through the perimeter fence, went across a main road and collided with a bus."
2012,16:45,"Lagos, Nigeria",Dana Air,992,Abuja - Lagos,McDonnell Douglas MD-83,5N-RAM,53019/1783,153,146,7,153,146,7,10,"The plane was about 11 miles from Lagos VOR when the crew declared an emergency reporting engine problems. The plane collided with a power line and crashed into the Iju/Ishaga area of Lagos, 1 mile adjacent to the runway. Double engine failure. Likely  the crew's failure to properly monitor fuel flow and turn on proper fuel pumps."
2012,,"Hualla Hualla, Mount Mamarosa, Peru", HeliCusco,,Mazuco - Cusco,Sikorsly S-58ET,OB-1840-P,581672,14,12,2,14,12,2,0,"The helicopter was flying back to Cusco after conducting aerial surveillance on a possible site for a hydroelectric project near Puno, in southern Peru when it hit the side of a cliff."
2012,,"Near Serov, Russia",Illegal flight,,,Antonov An-2R,RA-40312,1G221-48,13,12,1,13,12,1,0,"The plane disappeared after being taken on an illegal flight. A group of people were having a party at the airfield near the city of Serov, Russia. They  managed to illegally steal an An-2 plane parked at the airfield. The plane went missing and was found on April 4, 2013, 8 km from Serov. Among those killed were the Chief of Serov city police, three police inspectors, the guard of the airport, a private company guard, a pensionist, a young unemployed man and a local mobile shop owner. The pilot was intoxicated at the time of the accident."
2012,14:45,"Jakarta, Indonesia",Military - Indonesian Air Force,,Training flight,Fokker F-27 Friendship 400M,A-2708,10546,7,0,7,7,0,7,4,The plane was attempting to land on runway 18 during a training exercise when it crashed about 1 mile from the runway into houses in the Rajawali housing complex.
2012,16:25,"Off Masbate Island, Philippines",Aviatour's Fly'n Inc.,,Cebu-Naga,PA-34-200 Seneca I,RP-C4431,34-7350051,4,2,2,3,2,1,0,"While en route, the crew of the chartered flight radioed they were making an emergency landing at Masbate Airport due to engine problems. The airplane then crashed into the sea and broke apart off the shores of Masbate Island some 980 ft away from the island's airport. An investigation found that improper maintenance led to the right engine suffering an internal failure, which likely would have caused misfiring and intermittent operation of the fuel pump. The failure was gradual and the aircraft developed engine problems 23 minutes after take off. However, instead of turning back to Cebu, the pilot decided to continue the flight, until the engine failed completely, 37 minutes later and the aircraft crashed during the subsequent attempt to land at Masbate. The investigation determined that the pilot didn't use the correct procedure for trying to land a Piper Seneca with one engine inoperative, in that he lowered the undercarriage and flaps too soon; and that during his last flight proficiency test he had not been tested with respect to flying with one engine inoperative."
2012,8:00,"Talodi, Sudan",Alfa Airlines,,Khartoum - Talodi,Antonov An-26-100,ST-ARL,2606,32,26,6,32,26,6,0,"After an aborted landing, the plane flew into a slope of the Nuba mountains while on approach and attempting to land at Talodi air strip. There was a dust storm in the area at the time. All 26 passengers and crew of 6 were killed including 2 Sudanese ministers."
2012,12:28,"Near Palana, Russia",Petropavlovsk-Kamchatsky Air Enteprise,261,Petropavlovsk-Kamchatsky - Palana,Antonov An-28,RA-28715,25-1AJ006,14,12,2,10,8,2,0,"Crashed in a cedar forest, 6 miles from Palana Airport while on approach. There were heavy storm clouds and poor weather at the time of the accident. Both pilots were found to be intoxicated."
2012,6:15,"Kathmandu, Nepal",Sita Air,,,Dornier 228-202,9N-AHA,8123,19,16,3,19,16,3,0,The plane crash landed on the bank of the Manohara River minutes after taking off from Trinbhuvan Airport. Some witnesses reported seeing the front of the plane on fire before it crashed. Overloading and the lack of performance in the climb phase due to loss of engine power led to a stall.
2012,12:00,"Near Omdurman, Sudan",Military - Sudanese Air Force,,,Antonov An-12BP,ST-ASA,402010,22,16,6,15,NULL,NULL,0,"The transport, carrying military personnel and equipment, crashed 25 miles southwest of Omdurman after experiencing engine trouble. The captain reported that both engines stopped working prior to the crash."
2012,16:16,Antigua,Fly Montserrat,107,Antigua - Montserrat,Britten-Norman BN-2A-26 Islander,VP-MO,82,4,3,1,3,2,1,0,"The small airliner took off from Runway 7 at V.C. Bird International Airport, lost height immediately after becoming airborne and crashed to the ground, nose first. There was heavy rains and lightning at the time of the accident."
2012,,"San'a, Yemen",Military - Yemen Air Force,,Training,Antonov An-26,420,,10,0,10,10,0,10,0,"The military transport crashed into the abandoned Al-Hasaba marketplace about 6 miles from Sanaa International Airport, shortly after taking off from runway 18. The crew was trying to make an emergency landing after an engine failed."
2012,17:50,"Near Brazzaville, Congo",Aero Service,,Pointe Noire - Brazzaville,Ilysushin Il-76T,EK-76300,83410300,7,0,7,7,0,7,25,The cargo plane crashed into a dozen houses in the Mselou district in Bazzaville while attempting to land at the local airport. The plane caught on fire and came to rest in a ravine. There was heavy rain and thunderstorms in the area at the time of the accident.
2012,9:45,"Near Ladysmith, South Africa",Military - South African Air Force,,Pretoria - Mthatha Airport,Douglas C47-TP,6840,13866/25311,11,5,6,11,5,6,0,"The military transport went missing while en route. The wreckage was found in the Drakensberg mountains near Ladysmith in KwaZulu-Natal province, some 210 miles southeast of Waterkloof Air Force Base. There was severe weather at the time of the accident."
2012,3:30,"Near Iturbide, Mexico",Starwood Management LLC,,"Monterey, Mexico - Toluca, Mexico",Learjet 25,N345MC,25-046,7,5,2,7,5,2,0,"The charter jet crashed about 60 miles from Monterey Mexico, about ten minutes after taking off. The plane plunged almost vertically from more than 28,000 feet and hit the ground in a nose-dive at a speed that may have exceeded 600 mph. Mexican-American singerJenni Rivera 43, her publicist and make-up artist were among the dead. She had just finished giving a concert in Monterey and was en route to Toluca to tape a Mexican TV show. A sudden and abrupt lack of control during ascent that provoked a sheer vertical drop of the plane that could have been triggered by a problem with the planeâ€™s horizontal stabilizer. The plane was over 43 years old. The pilot, 78 was authorized to only fly as copilot. The copilot was not authroized to fly out of the United States. The copilot was not authorized to fly IFR which the plane was doing at the time of the accident."
2012,18:55,"Near Shymkent, Kazakhstan",Military - Kazakhstan Border Guards,,Astana - Shymkent,Antonov AN-72-100D,UN-72859,36576092859,27,20,7,27,20,7,0,"The military transport crashed 12 miles from the Shymket Airport while making a descent to land, in heavy winds and snow.The fatalities included a crew of seven and 20 border guards, including the acting head of the ex-Soviet nation's border protection service, Col. Turganbek Stambekov"
2012,8:50,"Heho, Myanmar",Air Bagan,W9-011,Mandalay - Heho,Fokker 100,XY-AGC,11327,71,65,6,1,0,1,1,"The passenger plane crash in a field two miles from Heho Airport and caught fire, after attempting to land in foggy weather. A tour guide and an 11-year-old child on board the plane, and a man riding a motorcycle on the ground were killed. Eleven others were injured."
2012,16:33,"Moscow, Russia",Red Wings Airlines,9268,"Pardubice, Czech Republic - Moscow, Russia",Tupolev TU-204-100V,RA-64047,1.45E+12,8,0,8,5,0,5,0,"While attempting to land on a snow covered runway and heavy cross winds the plane overran the runway, penetrated the perimeter fence and collided with a highway embankment. The aircraft broke in three. The plane's impact with the highway embankment sent the severed nose sliding over the icy road while the rest of the jet rested just past the airport's fence - its tail linked to the rest of the body by only a tangle of wreckage. There were no passengers on board."
2013,20:57,"Near Clear Lake, Iowa",Med-Trans Corporaion,,Mercy Hospital - Palo Alto Couonty Hospital,Bell 407,N445MT,53959,3,2,1,3,2,1,0,"The air ambulance crashed and burned north of Ventura near Clear Lake Iowa in ice, haze and misty conditons."
2013,11:40,"Off Los Roques, Venezuela",Transaereo 5074,,Los Roques - Caracas,Britten Norman BN-2A-27 Islander,YV-2615,20,6,5,1,6,5,1,0,"The flight disappeared while en route from Los Roques island to Caracas. When the plane was approximately 11 miles from Los Roques Airport, radar showed it began rapidly losing altitude and speed. It is presumed to have crashed in the ocean. The son of Italian designer Ottavio Missoni was among those onboard."
2013,13:13,"Near Kyzyltu, Kazakhstan",SCAT Air,760,"Kokshetau - Almaty, Kazakhstan",Canadair CRJ-200ER,UP-CJ006,7431,21,16,5,21,16,5,0,The jet crashed in heavy fog outside of Almaty while attempting to land at Almaty Airport for a second time. The aircraft was found in swampy terrain about 1 mile short of the runway threshold.
2013,18:09,"Donetsk, Ukraine",South Airlines,8971,Odessa - Donetsk,Antonov AN-24RV,UR-WRA,37308709,45,41,4,5,5,0,0,"While attempting to land on runway 8 in dense fog, the plane overran the runway , overturned and caught fire. The airplane operated as a charter flight carrying football fans on their way to a match of Shakhtar Donetsk against Borussia Dortmund. Pilot error.  A loss of speed by the aircraft during thelanding approach due to an error of the unprepared crew. The crew had no clearance to land given the weather conditions."
2013,17:55,"Goma, Congo",Compagnie Africaine d' Aviation (CAA),,Lodja - Goma,Fokker 50,9Q-CBD,20270,10,4,6,7,1,6,0,The aircraft crashed short of the runway while attempting to land in heavy rain at Goma Airport crashing into the back yards of several houses in the Lake Kivu area.
2013,8:15,"Near Dillingham, Alaska",Ace Air Cargo,51,King Salmon - Dillingham,Beechcraft 1900C,N116AX,UC-17,2,0,2,2,0,2,0,"The cargo plane crashed about 20 miles northeast of Dillingham while on approach to Dillingham Airport. Wreckage was discovered on Saturday with the pilot and copilot fatally injured. The aircraft was badly fragmented in three sections. The flight crew's failure to maintain terrain clearance, which resulted in controlled flight into terrain in instrument meteorological conditions. Contributing to the accident were the flight crew's failure to correctly read back and interpret clearance altitudes issued by the air traffic controller, their failure to adhere to minimum altitudes depicted on the published instrument approach chart, and their failure to adhere to company checklists. Also contributing to the accident were the air traffic controller's issuance of an ambiguous clearance to the flight crew, which resulted in the airplane's premature descent, his failure to address the pilot's incorrect read back of the assigned clearance altitudes, and his failure to monitor the flight and address the altitude violations and issue terrain-based safety alerts."
2013,15:35,"Denpasar, Indonesia",Lion Air,904,Bandung - Denpasar,Boeing B-737-8GP,PK-LKS,38728/4350,108,101,7,0,0,0,0,"The airliner came down in the ocean, 150 feet short of the runway, while on final approach to Denpasar-Ngurah Rai Bali International Airport. All 101 passengers and crew of 7 survived. Forty-five people were injured."
2013,15:25,"Bagram Air Base, Afghanistan",National Air Cargo,102,Bagram - Dubai Al Maktoum,Boeing B-747-428BCF,N949CA,25630/960,7,0,7,7,0,7,0,"The civilian cargo plane crashed and burned shortly after taking off from runway 03 at Bagram Air Base. The plane was carrying 5 armored vehicles. The airline's cargo operations manual did not explain how to account for the orientation of the tiedown straps when calculating how many were needed, and the inexperienced and uncertified loadmaster used too few straps. When the plane began climbing, the rearmost vehicle, weighing 28,000 pounds, broke free and smashed into the tail, severing two hydraulic  systems and the elevator jackscrew, leaving the plane uncontrollable."
2013,12:11,"Moosonee, Ontario",Ornge Air Ambulance,,Moosonee- Attawapiskat,Sikorsky S-76,,,4,2,2,4,2,2,0,"The air ambulance helicopter crashed 0.7 miles from its departure point. The pilot, copilot and two paramedics were killed. The helicopter was headed to Attawapiskat to pick up a patient."
2013,,"Gaurikund, near Kedarnath, Uttarakhand State, India.",Indian Air Force,,From Gauchar airstrip,MI 172 V5 helicopter,,,20,15,5,20,15,5,0,Crashed during flood relief operations. The passengers were from paramilitary forces.
2013,11:38,"San Francisco, California",Asiana Airlines,214,Shanghai - Seoul - San Francisco,Boeing B-777-28EER,HL7742,29171/553,307,291,16,3,3,0,0,"The aircraft crash landed short of the runway while on approach to runway 28L at San Francisco International Airport. The tail section, landing gear, and both engines separated from the fuselage and a fire erupted. Debris was scattered from the ocean front to the runway to where the aircraft came to rest. The plane's voice and flight data recorders show that the aircraft was coming in too slow and too low and that the pilots appear to have increased speed seven seconds before impact. A stall warning sounded four seconds before the crash, and the crew then made an internal decision ""to initiate a go-around 1.5 seconds to impact.Two passengers were killed and 182 injured. One passenger was run over by one of the emergency vehicles. The crew's failure to monitor and maintain the plane's airspeed, and its failure to abort the landing when in trouble. The pilot and co-pilot reasonably believed the automatic throttle would keep the plane flying fast enough to land safely, when in fact the auto throttle was effectively shut off after the pilot idled it to correct an unexplained climb earlier in the landing. The flight crew over-relied on automated systems that they did not fully understand."
2013,11:20,"Soldotna, Alaksa",Rediske Air,,Soldotna - Bear Lodge,de Havilland Canada DHC-3T,N93PC,280,10,9,1,10,9,1,0,"As soon as the plane took off speed began to decline until the plane stalled and crashed.  The probable cause of the crash was the operatorâ€™s failure to account for about 420 additional pounds of unspecified cargo, which led to loading and operating the de Havilland DHC3 Otter outside its weight and center-of-gravity limits leading to an aerodynamic stall."
2013,8:00,"Mogadishu, Somalia",Military - Ethiopian Air Force,,Dire Dawa - Mogadishu,Antonov An-12,,,6,0,6,4,0,4,0,The cargo plane crashed on the runway and caught fire while attempting to land at Mofadisu International Airport.
2013,4:49,"Birmingham, Alabama",United Parcel Service,1354,Louisville - Birmingham,Airbus A300F-622R,N155UP,841,2,0,2,2,0,2,0,"The cargo plane was on approach when it struck trees, crashed and burst into flames. The flight crewâ€™s failure to properly configure and verify the flight management computer for the profile approach. The captainâ€™s failure to communicate his intentions to the first officer once it became apparent the vertical profile was not captured."
2013,9:32,"Lagos, Nigeria",Associated Aviation,361,Lagos - Akure,Embraer 120RT Brasilia,5N-BJY,120174,20,13,7,16,11,5,0,"The chartered plane crashed minutes after taking off from Murtala Muhammad International Airport.The aircraft lost height, after departing runwal 18L, impacted trees, a brick wall and caught fire. The decision of the crew to continue the take-off despite the abnormal No. 2 Propeller rpm indication. Low altitude stall as a result of low thrust at start of roll for take-off from No. 2 engine caused by an undetermined malfunction of the propeller control unit."
2013,14:50,"Kudat, Malaysia",MASwings,3002,Kota - Kudat,de Havilland Canada DHC-6 Twin Otter 310,9M-MDM,804,16,14,2,2,1,1,0,"While attempting to land, the Twin Otter struck a house located to the right of runway 22. The nose section was destroyed and the right wing broke off. The co-pilot and one passenger were killed. Procedural errors by the captain."
2013,16:10,"Near Pakse, Laos",Lao Airlines,301,Vientiane - Pakse,ATR-72-50,RDPL-34233,1071,49,44,5,49,44,5,0,"The aircraft crashed into the Mekong River 5 miles from Paskse, while on approach to land and after attempting a go-around. The fuselage broke in two and sank into the river. The weather was poor at the time of the accident, with the tail end of Hurricane Nari affecting the area.  A sudden change in weather conditions and the flight crew's failure to properly execute procedure have been identified as the probable causes of the crash. The flight crew's minima of 600 feet was lower than the published minima of 990 feet and the incorrect height of 645 feet as published in the JEPPESEN Chart at that time.After aborting the aircraft's approach at an altitude of around 595 feet, the flight crew executed a right turn instead of a nominal climb as dictated by the airport's VOR/DME missed approach procedure."
2013,16:00,"Riberalta, Bolivia",Aerocon,,"Trinidad, Bolivia - Riberalta, Bolivia",Swearingen SA227-AC Metro III,CP-275,AC-721B,18,16,2,8,8,0,0,"While landing in heavy rain, the aircraft veered off the runway, caught fire after hitting some brush and came to rest inverted."
2013,10:30,"Pujungan, Malinau district, Borneo",Military - Indonesian Army,,Tarakan - Malinau,Mil- Mi-17B-5,,,21,13,8,13,7,6,0,"After losing power, the helicopter crashed into dense jungle and burst into flames. It was carrying construction materials, 8 military personnel and 13 civilian construction workers. Two military personnel and 6 passengers survived."
2013,18:34,"Red Lake, Ontario, Canada",Bearskin Airlines,,Sioux Lookout - Red Lake,Swearingen SA227-AC Metro II,C-FFZN,AC785B,7,5,2,5,3,2,0,"The aircraft was on approach to runway 26, in light snow, when it crashed and burned in the surrounding forest. Three of the five passengers and the two pilots were killed.  A first-stage turbine wheel blade in the left engine failed due to a combination of metallurgical issues and stator vane burn-through."
2013,19:20,"Near Kazan, Russia",Tararstan Airlilnes,363,Moscow - Kastan,Boeing 737-53A,VQ-BBN,24785/1882,50,44,6,50,44,6,0,"The airliner went into a nearly vertical dive and crashed onto the runway and disintegrated, after attempting to land a second time. The aircraft hit the runway and burst into flames. The pilot in command, in executing a go-around, apparently placed the plane in an excessive nose high attitude, stalling the plane. Inexperienced crew, poor flight safety standards at the Tatarstan air company and lack of proper control over crew training."
2013,20:25,Glasgow Scotland,Bond Air Services Ltd.,,,Eurocopter EC135 T2,G-SPAO,546,3,2,1,3,2,1,5,The police helicopter crashed into the roof of the Clutha Pub in central Glasgow killing at least 5 patrons along with 3 aboard he helicopter. The helicopter was carrying a civilian pilot and two Strathclyde police officers.
2013,13:30,"Bwabwata National Park, Nambia",Mozambique Airline,470,"Maputo, Mozambique - Luanda, Angola",Embraer ERJ-190AR,C9-EMC,19000581,33,27,6,33,27,6,0,"The airliner crashed into Bwabwata National Park while en route to Luanda. The plane was found completely burned out with no survivors. The plane went missing in bad weather and poor visibility. The inputs to the auto flight systems by the person believed to be the Captain, who remained alone on the flight deck when the person believed to be the co-pilot requested to go to the lavatory, caused the aircraft to departure from cruise flight to a sustained controlled descent and subsequent collision with the terrain."
2013,,"Near Cachimbo, Brazil",Heringer Taxi Aero,,Pukanu - Novo Progresso,Britten Norman BN-2A-3 Islander,PT-WMY,314,5,3,2,5,3,2,0,"While performing an ambulance flight, the aircraft crashed under unknown circumstances in a wooded area killing 3 passengers and 2 pilots."
2013,21:39,"Irkutsk, Russia",IrAvia,,Novosibirsk - Ikustsk,Antonov 12,12162,3341509,9,3,6,9,3,6,0,"The cargo plane, carrying spare parts, crashed into a military army arsenal at Ikustsk-2 Airport while attempting to land. The crew of 6 and 3 technicians were all killed."
2014,16:34,Near Petreasa Romania,Scoala Superioara de Aviatie Civla,,Bucharest - Oradea,Britten Norman BN-2A-27 Islander,YR-BNP,822,7,5,2,2,1,1,0,The air ambulance left Bucharest with a medical team to obtain transplant organs. After experiencing problems with the engines the pilot attempted to make an emergency landing but crashed on a hillside in deep snow. All aboard initially survived but the pilot and a medical student died before the rescue party reached the aircraft.
2014,11:59,"Near Ain Kercha, Algeria",Military - Algerian Air Force,,Tamanarasset - Constatine,Lockheed C-130H-30 Hercules,7T-WHM,4919,77,73,4,76,72,4,0,The military transport crashed into a mountainous region approximaely 30 miles southeast of Constatine Airport. Unfavorable weather conditions and storms accompanied by snow were reported in the area. The aircraft was too low on approach and hit the slope of mount Djebel Ta Fertas.
2014,13:15,"Sandhikhark, Nepal",Nepal Airlines,183,Kathmandu - Pokhara - Jumla,de Havilland Canada DHC-6 Twin Otter 300,9N-ABB,302,18,15,3,18,15,3,0,"The passenger plane crashed into a snow covered mountain and burst into flames while en route from Pokhara to Jamia. Weather was poor at the time of the accident. The PIC lost situation awareness while cruising in IMC, causing the aircraft to collide with terrain."
2014,1:45,"Grombalia, Tunisia",Libyan Air Cargo,,Tripoli - Tunis,Antonov 26,5A-DOW,11809,11,6,5,11,6,5,0,"The aircraft, carrying a medical team with three patients, was destroyed when it crashed in a field, 20 miles from Tunis-Carthage Airport. The pilot reported an engine on fire prior to the accident."
2014,2:41,South Indian Ocean,Malaysia Airlines,370,Kuala Lumpur- Beijing,Boeing 777-200,9M-MRO,28420/404,239,227,12,239,227,12,0,Radar contact was lost with the aircraft 2 hours into the flight at 0240. All indications are that the aircraft changed direction from its flight path and crashed in a remote part of the Indian Ocean southwest of Perth Australia. It is assumed all 227 passengers and crew of 12 perished.
2014,7:52,"Seattle, Washington",Helicopters Inc / KOMO TV,,News reporting,Urocopter AS350 B2,N250FB,3669,2,1,1,2,1,1,0,The news helicopter crashed and burst into flames shortl after taking off striking three vehicles. One person in one of the vehicles was badly burned. The helicopter Photojournalist Bill Strothman and the pilot were both killed.
2014,19:45,"Ramos Arizpe, Mexico",Lineas Aereas Comerciales,,Cozumel - Ramos Arizpe,British Aerospace BAe 125-700A Hawker,XA-UKR,25719,8,6,2,8,6,2,0,"While on approach, in fog, the jet crashed into an park about half-a-mile north of Saltillo-Plan de Guadalupe International Airport."
2014,15:30,"Jamijarvi, Finland",Suomen Urheiluilmailijat,,Skydiving,Aerocomp Comp Air 8,OH-XDZ,,8,7,1,8,7,1,0,"While carrying skydivers, the experimental plane went into a spin and crashed and burned in a forest. The pilot and two skydivers were able to parachute to safety with minor injuries."
2014,12:45,"Near San Vicente del Caguan, Colombia",Alisansa Colombia,,Villavicencio - Florencia,Douglas DC-3C,HK-4700,9700,6,0,6,6,0,6,0,The Cargo plane sruck the side of a mountain about 25 miles north of San Vicente del CaguÃ¡nwhile en route. The accident was the result of a controlled flight into terrain. The crew failed to evaluate properly the risks and the danger of poor weather conditions and decided to perform the flight in VFR mode.
2014,8:00,"Xiang Khouang province, Laos",Laos Air Force,,Vientiane - Xiangkhoung,Antonov 74TK-300,RDPL-34020,36547098982,17,11,6,16,10,6,0,"The military aircraft crashed in a wooded area while approaching Xiangkhoung's airport, killing 16 people. Among those killed were defense minister Douangchay Phichit and other high ranking officials. For unknown reason, crew was approaching at a too low altitude."
2014,0:50,"Lugansk, Ukraine",Military - Ukraine Air Force,,Melitopol - Luhansk,Ilyushin 76MD,76777,83482490,49,40,9,49,40,9,0,The military transport crashed in a wheat field  near Lugansk Airport after being shot down by anti-aircraft fire.
2014,,"Near Nairobi, Kenya",Skyward International Aviation,,"Nairobi - Mogadishu, Somalia",Fokker 50,5Y-CET,20262,4,0,4,4,0,4,0,"The cargo plane, transporting the mild stimulant known as Khat to the Somali capital, Mogadishu, crashed into a commercial building after taking off from Jomo Kenyatta International Airport. While climbing by night, crew lost control of the aircraft."
2014,7:50,"Thach That district, Vietnam",Military - Vietnam People's Army Air Force,,Training,Mil Mi-171,,,19,21,2,18,NULL,NULL,0,"The helicopter crashed about  40 km west of Hanoi, 15 minutes after taking off during a parachute training mission."
2014,16:19,"Hrabove, Ukraine",Malaysia Airlines,17,Amsterdam - Kuala Lumpur,Boeing 777-2H6ER,9M-MRD,28411/84,298,283,15,298,283,15,0,"A Boeing 777-200 airliner operating as  Malaysia Airlines Flight 17, crashed about 40 miles east of Donetsk, Ukraine. The plane was 90 minutes into its flight, flying at 33,000 feet, when it was apparently hit by a Russian Buk missile. The missile exploded a few feet away from the cockpit .Debris was spread over a wide area. All 283 passengers and crew of 15 were killed."
2014,19:06,"Magong, Taiwan",TransAsia Airways,222,Kaohsiung - Magong,ATR 72-500,B-22810,642,58,54,4,48,44,4,0,"The passenger plane crashed into residential building while attempting to make an emergency landing during inclement weather due to the passing of hurricane Matmo.  The flight recorder revealed that after the the crew lost track of its flight path and moved away from the runway, the plane rapidly lost altitude and crashed to the ground in a period of 7.9 seconds. By the time the two pilots yelled to go around, there was nothing they could do to change the velocity and altitude of the plane in time to prevent a crash. The airport's control tower did not inform the aircraft of local weather conditions.The cause was  pilot error and a failure within the airline to follow safety procedures."
2014,1:47,"Aguelhok, Mali",Air Algerie,AH5017,"Ouagadougou, Burkina Faso - Algiers, Algeria",Mc Donnell Douglas MD-83,EC-LTV,53190/2148,116,110,6,116,110,6,0,"Radar contact was lost 50 minutes after the flight took off from Ouagadougou and after the crew diverted from their planned course due to bad weather. Wreckage was found in the northern mali dessert. The plane was on loan from Swiftair. The crew likely did not activate the system during climb and cruise. As a result of the icing of the pressure sensors, the erroneous information transmitted to the auto throttle meant that the latter limited the thrust delivered by the engines. Under these conditions, the thrust was insufficient to maintain cruise speed and the aeroplane slowed down and stalled."
2014,9:18,"Tehran, Iran",Sepahan Airlines,5915,Tehran - Tabas,HESA Iran-140-100,EP-GPA,9005,48,40,8,39,31,8,0,"After taking off, the passenger banked to the right, lost altitude, and crashed into a residential neighborhood, bursting into flames. The plane appeared to have lost an engine during the takeoff. Excessive load and malfuncioning propeller."
